track_name,artists,macro_genre,popularity
Só Rezo (Versão NXZero 10 Anos) - Live,NX Zero;Emicida,rock,34
Alohadance - Remix,quiizzzmeow,rock,50
Kasoor - Acoustic,Prateek Kuhad,folk-acustico,57
"Kasoor (From ""Dhamaka"") - Acoustic",Prateek Kuhad,folk-acustico,53
Tu Jaane Na - Unplugged Version,Kailash Kher;Pritam,folk-acustico,47
O Re Piya - Flute Version (Instrumental),Salim–Sulaiman,folk-acustico,46
Tu Jo Mila (Reprise),Papon,folk-acustico,42
Let Her Go (Acoustic Version),Passenger,folk-acustico,58
Mere Rashke Qamar (Remix),Nusrat Fateh Ali Khan;Rahat Fateh Ali Khan;Dj Chetas,folk-acustico,40
The Sound of Silence - Acoustic Version,Simon & Garfunkel,folk-acustico,73
2000 Miles - 2007 Remaster,Pretenders,folk-acustico,0
2000 Miles - 2007 Remaster,Pretenders,folk-acustico,0
Back on the Chain Gang - 2007 Remaster,Pretenders,folk-acustico,0
2000 Miles - 2007 Remaster,Pretenders,folk-acustico,0
2000 Miles - 2007 Remaster,Pretenders,folk-acustico,0
2000 Miles - 2007 Remaster,Pretenders,folk-acustico,0
2000 Miles - 2007 Remaster,Pretenders,folk-acustico,0
Ek Patan Sher Ni (Live),Parthiv Gohil;Jahnvi Shrimankar,folk-acustico,36
My Sweet Lord - Remastered 2014,George Harrison,folk-acustico,75
Fast Car (Cover),Passenger,folk-acustico,57
The Woods - Acoustic,Hollow Coves,folk-acustico,63
You're the Inspiration - 2006 Remaster,Chicago,folk-acustico,73
Inconsciente Colectivo - Live,Mercedes Sosa,folk-acustico,0
Fairytale of New York (Edit) - Radio Edit,The Pogues;Kirsty MacColl,folk-acustico,0
Ishq Hua - Flute Version (Instrumental),Salim–Sulaiman,folk-acustico,35
Fairytale of New York (Edit) - Radio Edit,The Pogues;Kirsty MacColl,folk-acustico,0
Fairytale of New York (Edit) - Radio Edit,The Pogues;Kirsty MacColl,folk-acustico,0
Fairytale of New York (Edit) - Radio Edit,The Pogues;Kirsty MacColl,folk-acustico,0
Fairytale of New York (Edit) - Radio Edit,The Pogues;Kirsty MacColl,folk-acustico,0
Just You and I - Acoustic,Tom Walker,folk-acustico,63
Hard to Say I'm Sorry - 2007 Remaster,Chicago,folk-acustico,67
Espumas ao Vento - Live,Flávio José,world,43
Tareco & Mariola - Live,Flávio José,world,42
"Leviana - Live From São Paulo,Brazil/2010",Reginaldo Rossi,world,43
A Vida É Você - Live,JM Puxado,world,37
A Natureza das Coisas - Live,Flávio José,world,37
Esperando Na Janela - Live,Frank Aguiar;Marcos & Belutti,world,36
Lordly - Instrumental Mix,Feder,world,51
Love Story - Radio Edit,Indila,world,45
Goodbye (feat. Lyse) - Radio Edit,Feder;Lyse,world,59
Toutes Les Nuits - Radio Edit,Colonel Reyel,world,37
Saïd et Mohamed - Remastered,Francis Cabrel,world,34
"La ballade des gens heureux - Live à l'Olympia, 1975",Gérard Lenorman,world,35
Mempapeur - Interlude,Lujipeka,world,35
La mort à Pop Hip - Interlude 6,Stupeflip;Reverb Man,world,34
Daydreamer - Radio Edit,KARLK;Guitk,world,54
Au suivant - Live,-M-,world,33
Time After Time - Live - Instrumental,Stéphane Grappelli;Joe Pass;Niels-Henning Ørsted Pedersen,world,0
"Premier livre de pièces de clavecin, deuxième ordre: No. 23, Les papillons (Live in Japan, 2022)",François Couperin;Pavel Nersessian,world,0
"Troisième livre de pièces de clavecin, dix-septième ordre: No. 2, Les petits moulins à vent (Live in Japan, 2022)",François Couperin;Pavel Nersessian,world,0
Interdit (Interlude),Josman,world,34
Mama Sam - Live 2005,-M-,world,33
70 - Live acoustique,Lomepal,world,33
Virus X - SAGE Rework - radio edit,Étienne Daho;Italoconnection,world,32
Betsy Party - Remasterisé en 2010,Starshooter,world,32
Mademoiselle Chang - Remasterisé en 2002,Michel Berger,world,33
Pour me comprendre - Remasterisé en 2002,Michel Berger,world,33
Keep the Faith - Interlude 7,Stupeflip,world,32
Ancienne prophétie - Interlude 5,Stupeflip,world,32
Les femmes sont si bizarres - Bonus track,Kaza,world,33
20 Mach/s (interlude),Luther,world,33
Alice & June - Mix 2020,Indochine,world,31
Superficiel et léger - Remasterisé en 2002,Michel Berger;France Gall,world,32
Lucy - Live acoustique,Lomepal,world,32
Puisque tu pars - Live Un tour ensemble 2002,Jean-Jacques Goldman,world,32
Besoin d'amour - Remastered,France Gall;Starmania,world,32
Cole’s Memories - Original Mix,Pyramid,world,51
Mindala Jinka - Remastered,Nosfell,world,30
Salo therapy - Interlude,Stupeflip;Salo',world,31
Envolver - Remix,Anitta;Justin Quiles,hip-hop,0
Slippery People - 2005 Remaster,Talking Heads,hip-hop,1
Psycho Killer - 2005 Remaster,Talking Heads,hip-hop,0
Once in a Lifetime - 2005 Remaster,Talking Heads,hip-hop,0
Vapo Vapo (Remix),MC Ingryd;Mandragora,hip-hop,60
Sweat - Remix,Snoop Dogg;David Guetta;Giorgio Tuinfort;Frederic Riesterer,hip-hop,69
Psycho Killer - 2005 Remaster,Talking Heads,hip-hop,78
Assobio Sombrio - Remix,DJ PATRICK ZS;MC Caja,hip-hop,44
"Deck The Halls / Bring A Torch, Jeannette, Isabella - Medley",Smokey Robinson & The Miracles,hip-hop,0
"Deck The Halls / Bring A Torch, Jeannette, Isabella - Medley",Smokey Robinson & The Miracles,hip-hop,0
"Deck The Halls / Bring A Torch, Jeannette, Isabella - Medley",Smokey Robinson & The Miracles,hip-hop,0
Check Yo Self - Remix,Ice Cube;Das EFX,hip-hop,71
Mega Funk É Sempre Assim - REMIX,Dreysson Rodrigues;MC Gui Andrade;DJ Léo BQ,hip-hop,43
House Will Survive - Original Mix,Roland Clark,rock,0
Heyy Babyy(Remix By Akbar Sami),Girl Band,rock,25
Do I Wanna Know? - Live,Arctic Monkeys,rock,54
Four Out Of Five - Live,Arctic Monkeys,rock,54
Body Groove - Mix Mc Version,Architechs;Nay Nay,rock,28
Why'd You Only Call Me When You're High? - Live,Arctic Monkeys,rock,53
505 - Live,Arctic Monkeys,rock,51
Groove La Afrika - Extended Mix,Melé,rock,35
Brianstorm - Live,Arctic Monkeys,rock,52
Piano Loco - Radio Edit,DJ Luck & MC Neat,rock,26
I Wanna Be Your Dog - 2019 Remaster,The Stooges,rock,59
Oh No (Sentimental Things) - Radio Edit,So Solid Crew,rock,25
This Perfect Day - 2004 Remaster,The Saints,rock,28
Messin' With The Kid - 2004 Remaster,The Saints,rock,28
Underdog - Radio Edit,Kasabian,rock,27
Crying Lightning - Live,Arctic Monkeys,rock,51
Hate to Say I Told You So (Live) [Radio Edit],The Hives,rock,24
Private Affair - 2004 Remaster,The Saints,rock,27
Walk Idiot Walk - Live,The Hives,rock,24
You're Gonna Miss Me (2008 Remastered Original Mono LP Version),13th Floor Elevators,rock,54
EASY - RE-RECORDED,CRO,world,0
The Last Samurai Suite: Part 1 - Live,Hans Zimmer;The Disruptive Collective,world,56
The Last Samurai Suite: Part 2 - Live,Hans Zimmer;The Disruptive Collective,world,47
The Last Samurai Suite: Part 3 - Live,Hans Zimmer;The Disruptive Collective,world,45
Main Theme [Rain Man] - Edit,Hans Zimmer,world,27
Always Somewhere (2015 - Remaster),Scorpions,world,35
Der große Weihnachtsparty-Hit-Mix - XXL-Mix,Matthias Reim,world,0
Du schläfst - Live,Faber,world,45
Brother Louie Mix '98 (feat. Eric Singleton) - Radio Edit,Modern Talking;Eric Singleton,world,64
Kannibalenlied - Live,K.I.Z,world,45
I'm Blue - Club Mix,Kush Kush,world,61
No One Like You (2015 - Remaster),Scorpions,world,31
Still Loving You (2015 - Remaster),Scorpions,world,30
You & I - Live,Scorpions,world,52
Highlight - Live,Faber,world,42
De Tüfel het viel Gsichter - Live,Faber,world,41
Du willst mir an die Wäsche (feat. Sido) - Live in Berlin 2012,Jennifer Rostock,world,39
Hear Me Out - Extended Mix,Cosmic Gate;Diana Miro,world,0
Es könnte schöner sein - Live,Faber,world,41
Jung und dumm - Live,Faber,world,40
Das Leben sei nur eine Zahl - Live,Faber,world,40
Frozen Yogurt - Live,Funny Van Dannen,world,38
Lymphe - Live,Funny Van Dannen,world,38
Let You Go - Radio-Edit,Sean Finn;David Moore,world,0
Everytime We Touch - Radio Edit,Cascada,world,63
For Tonight - Radio Edit,Sean Finn;Amanda Wilson,world,0
Calinda - Original Mix,Sean Finn,world,0
Don't Look Down - Original Mix,Sean Finn;Luca Debonaire;Luciana,world,0
House Music (feat. Arctic Lake) - Edit,Boris Brejcha;Arctic Lake,world,59
Liegen ist Frieden (feat. Ina Müller & Band) - Live bei Inas Nacht,Elen;Ina Müller,world,37
Penny Returns - Interlude,Harold Faltermeyer;Lady Gaga;Hans Zimmer;Lorne Balfe,world,55
Ma tu no - Live,Faber,world,38
Zwei - Live,Das Lumpenpack,world,38
Ihr habt meinen Segen - Live,Faber,world,38
"Dein ist mein ganzes Herz - Live At Grosse Freiheit 36, Hamburg / 2018",Ben Zucker,world,37
A Night Like This - Radio Edit,Sean Finn,world,44
Tausendfrankenlang - Live,Faber,world,38
Nada além de Ti / Com muito louvor / Creio que Tu és a cura - Live 2020,Gabriela Rocha,jazz-blues,41
A Resposta - Live,Renascer Praise,jazz-blues,40
A Casa Sou Eu - Remix,GV3;Gabriell Júnior;Gui Brazil,jazz-blues,40
Amigo Fiel - Live,André Valadão;Brunão Morada,jazz-blues,40
Sobrevivi - Live MK 10 MI,Sarah Farias;Midian Lima,jazz-blues,39
Vai Brilhar - Instrumental,Mariana Valadão,jazz-blues,38
O Melhor Dessa Vida - Stripped,Matheus Balo,jazz-blues,38
Lugar secreto / Pai nosso - Live 2020,Gabriela Rocha,jazz-blues,38
Nu kan du få mig så lätt (Live),Håkan Hellström,metal,38
Tro och tvivel (Live),Håkan Hellström,metal,35
Valborg (Live),Håkan Hellström,metal,34
Sunday Morning - Edit,The Bolshoi,metal,31
Du är snart där (Live),Håkan Hellström,metal,32
När lyktorna tänds (Live),Håkan Hellström,metal,32
En vän med en bil (Live),Håkan Hellström,metal,33
Man måste dö några gånger innan man kan leva (Live),Håkan Hellström,metal,33
Du kan gå din egen väg (Live),Håkan Hellström,metal,33
Känn ingen sorg för mig Göteborg (Live),Håkan Hellström,metal,31
Det kommer aldrig va över för mig (Live),Håkan Hellström,metal,32
Gårdakvarnar och skit (Live),Håkan Hellström,metal,31
Brännö serenad (Live),Håkan Hellström,metal,29
Det är så jag säger det (Live),Håkan Hellström,metal,30
Vid protesfabrikens stängsel (Live),Håkan Hellström,metal,30
Ramlar (Live),Håkan Hellström,metal,28
Hela huset (Live),Håkan Hellström;Veronica Maggio,metal,29
Kom igen Lena (Live),Håkan Hellström,metal,30
One Last Goodbye - Remastered,Anathema,metal,48
Klubbland (Live),Håkan Hellström,metal,29
Shelley (Live),Håkan Hellström,metal,29
En midsommarnattsdröm (Live),Håkan Hellström,metal,28
Zigenarliv dreamin (Live),Håkan Hellström,metal,28
Jag vet inte vem jag är men jag vet att jag är din (Live),Håkan Hellström,metal,29
Pistol (Live),Håkan Hellström,metal,28
Bara dårar rusar in (Live),Håkan Hellström,metal,27
Mitt Gullbergs kaj paradis (Live),Håkan Hellström,metal,28
Façade of Reality - Live At Paradiso,Epica,metal,26
Flying - Remastered,Anathema,metal,46
The Phantom Agony - Live At Paradiso,Epica,metal,25
Good Taste - Live,The Cramps,metal,25
Cry For The Moon - Live At Paradiso,Epica,metal,24
Another Me (In Lack'ech) - Live At Paradiso,Epica,metal,25
Consign To Oblivion - Live At Paradiso,Epica;Jan Chris de Koeijer,metal,24
Vagabonds - 2005 Remaster,New Model Army,metal,24
Ice Queen - Live,Within Temptation,metal,25
Enjoy the Silence - cover version,Lacuna Coil,metal,55
Run For A Fall - Live At Paradiso,Epica,metal,24
Mother Of Light - Live At Paradiso,Epica,metal,24
Flying - Live,Anathema,metal,40
Deep - Remastered,Anathema,metal,44
Oh Mamma Sa - Radio Edit,Adoo,metal,24
"Nightwish - Demo, Remastered",Nightwish,metal,22
Walking In The Air - Live,Nightwish,metal,23
Angel On My Shoulder - Remastered 2006,The 69 Eyes,metal,23
"Dear Prudence - Live At The Royal Albert Hall, London / 1983",Siouxsie and the Banshees,metal,24
Kill You Tonight - Reprise,Type O Negative,metal,23
Like A Child Again - Remix,The Mission,metal,23
Come Cover Me - Live,Nightwish,metal,21
Stolzes Herz - Single Version - Radio Edit,Lacrimosa,metal,21
Asteroid - Remastered,Killing Joke,metal,23
51st State - 2005 Remaster,New Model Army,metal,21
The Pharaoh Sails To Orion - Live,Nightwish,metal,21
Song Of Myself - Instrumental,Nightwish,metal,21
Saturnine - Semi-Acoustic Live version,The Gathering,metal,20
Ich bin der brennende Komet - Live 1997,Lacrimosa,metal,21
Dèjate Ser - Remasterizado,Anabantha,metal,22
Cry for the Moon - Live in Miskolc,Epica,metal,21
Parisienne Moonlight - Remastered,Anathema,metal,41
Sixteen Days Reprise - Remastered,This Mortal Coil,metal,22
Endless Forms Most Beautiful - Radio Edit,Nightwish,metal,21
The Price of Freedom - Interlude,Epica,metal,21
Hordes Of Zombies - Live,Terrorizer,metal,0
Piss Angel (Remix),Pig Destroyer,metal,18
Buried Dreams - Demo,Carcass,metal,19
Sega Bass Fishing - Bonus Track,Discordance Axis,metal,14
Cheerleader Corpses (Remix),Pig Destroyer,metal,15
Scatology Homework (Remix),Pig Destroyer,metal,14
Mapplethorpe Grey (Remix),Pig Destroyer,metal,13
Mauled - 2021 Remastered Version,Cattle Decapitation,metal,13
Victim of the Grind - Live,Birdflesh,metal,13
Intimate Slavery (Remix),Pig Destroyer,metal,13
Starbelly (Remix),Pig Destroyer,metal,13
You Go To Art School - Demo Version,Anal Cunt,metal,13
Sheet Metal Girl (Remix),Pig Destroyer,metal,12
Heart and Crossbones (Remix),Pig Destroyer,metal,13
Strangled with a Halo (Remix),Pig Destroyer,metal,13
Naked Trees (Remix),Pig Destroyer,metal,12
Junkyard God (Remix),Pig Destroyer,metal,12
White Kross (Bonus track),Napalm Death,metal,13
Blissful Myth (Bonus track),Napalm Death,metal,14
Man at C&A (Bonus Track),Anaal Nathrakh,metal,15
Open Human Head Experiments with Bleach Laquer and Epoxy - 2021 Remastered Version,Cattle Decapitation,metal,12
Headcheese - 2021 Remastered Version,Cattle Decapitation,metal,12
Preacher Crawling (Remix),Pig Destroyer,metal,12
Tickets to the Car Crash (Remix),Pig Destroyer,metal,12
Snuff Film at Eleven (Remix),Pig Destroyer,metal,12
Annihilation - Radio Edit,RoelBeat;Goodiny,hip-hop,42
For You - Original Mix,Anton Ishutin;Note U,hip-hop,0
You're Not Alone - Extended Mix,Nando Fortunato;Sephora,hip-hop,0
The Reason - Radio Edit,Xandl,hip-hop,36
Right Back - Original Mix,Stoto,hip-hop,46
Late Night - Original Mix,Stoto,hip-hop,47
Wrong Side Of Heaven - Acoustic,Five Finger Death Punch,hip-hop,45
Somebody - Original Mix,Svet,hip-hop,44
Dedication To House Music - Extended Mix,Dennis Quin,hip-hop,20
I Smile (Live at Dissenso Studio),Sync 3;Ericka Nascimento,hip-hop,23
Bubbles - Remastered,Mpirgkel,hip-hop,37
Move Out Of My Way - Radio Edit,Dennis Quin;Shermanology,hip-hop,50
Distraction - Radio Edit,Sharapov;Patrick Hofmann,hip-hop,0
Runaway Train (2022 Remaster),Soul Asylum,rock,72
Would? (2022 Remaster),Alice In Chains,rock,73
We Will Rock You - 2020 Remaster,Nickelback,rock,56
Interstate Love Song - 2019 Remaster,Stone Temple Pilots,rock,73
Bullet With Butterfly Wings - Remastered 2012,The Smashing Pumpkins,rock,75
Them Bones (2022 Remaster),Alice In Chains,rock,69
Rooster (2022 Remaster),Alice In Chains,rock,71
Down In A Hole (2022 Remaster),Alice In Chains,rock,65
Disarm - Remastered,The Smashing Pumpkins,rock,66
Times Like These - Acoustic Version,Foo Fighters,rock,62
Glycerine - Remastered,Bush,rock,63
Luna - Remastered,The Smashing Pumpkins,rock,54
So Cold - Remix,Breaking Benjamin,rock,63
The Man Who Sold The World - Live Version,Nirvana,rock,62
Daughter - Remastered,Pearl Jam,rock,69
Black - Live MTV Unplugged,Pearl Jam,rock,58
Today - 2011 Remaster,The Smashing Pumpkins,rock,62
Machinehead - Remastered,Bush,rock,60
"Tonight, Tonight - Remastered 2012",The Smashing Pumpkins,rock,69
The Reason - Acoustic,Hoobastank,rock,51
The Reason - Acoustic,Hoobastank,rock,50
Unwell - 2007 Remaster,Matchbox Twenty,rock,60
Follow - Radio Edit,Breaking Benjamin,rock,59
Mayonaise - Remastered,The Smashing Pumpkins,rock,55
"Papercut - Live at Yalding House, London, England, 1/12/2001 - BBC One",Linkin Park,rock,52
Zero - Remastered 2012,The Smashing Pumpkins,rock,70
Elderly Woman Behind the Counter in a Small Town - Remastered,Pearl Jam,rock,65
Nothing Compares 2 U - Live At SiriusXM/2015,Chris Cornell,rock,60
Lying from You - Live LP Underground Tour 2003,Linkin Park,rock,48
With Arms Wide Open - Acoustic Version,Creed,rock,55
Cherub Rock - Remastered 2011,The Smashing Pumpkins,rock,59
Rusty Cage - Remastered,Soundgarden,rock,63
Immortality - Remastered,Pearl Jam,rock,54
"Hail, Hail - Live at ARCO Arena, Sacramento, CA - July 1998",Pearl Jam,rock,29
With a Little Help from My Friends (feat. Will Hoge) - Acoustic; Live from Kansas City [Live Acoustic from Kansas City],Shinedown,rock,29
Outshined - Remastered,Soundgarden,rock,64
"Down In A Hole - Live at the Majestic Theatre, Brooklyn, NY - April 1996",Alice In Chains,rock,56
Ana's Song (Open Fire) - Acoustic Re-Mix,Silverchair,rock,28
Nothingman - Remastered,Pearl Jam,rock,56
"Hey Man, Nice Shot - Remastered Version",Filter,rock,66
"Go - Live at Continental Airlines Arena, E. Rutherford, NJ - September 1998",Pearl Jam,rock,27
Against The Wall - Acoustic Version,Seether,rock,49
"In the End - Live at Live 8, Benjamin Franklin Parkway, Philadelphia, 2nd July 2005",Linkin Park,rock,30
From the Inside - Live LP Underground Tour 2003,Linkin Park,rock,46
The Devil In Our Wake - Radio Edit,Shaman's Harvest,rock,27
Devour - Live from Washington State,Shinedown,rock,27
Smells Like Teen Spirit - Remastered 2021,Nirvana,rock,49
Rain When I Die (2022 Remaster),Alice In Chains,rock,58
Easier to Run - Live LP Underground Tour 2003,Linkin Park,rock,45
I Dare You - Live from Washington State,Shinedown,rock,26
The Dolphin's Cry - Live,Live,rock,27
It's Been Awhile - Acoustic,Staind,rock,50
"Numb - Live at Live 8, Benjamin Franklin Parkway, Philadelphia, 2nd July 2005",Linkin Park;JAY-Z,rock,31
I Alone - Live,Live,rock,27
Burning Bright - Acoustic; Live from Kansas City,Shinedown,rock,26
The Crow & the Butterfly - Live from Washington State,Shinedown,rock,26
"Plush - Live at Castaic Lake Natural Amphitheater, 7/2/93",Stone Temple Pilots,rock,26
Dam That River (2022 Remaster),Alice In Chains,rock,59
Save Me - Acoustic; Live from Kansas City,Shinedown,rock,26
All Over You - Live,Live,rock,26
"Bleed the Freak - Live at the Moore Theatre, Seattle, WA - December 1990",Alice In Chains,rock,26
"Would? - Live at Glasgow Barrowland, Glasgow, UK March 1993",Alice In Chains,rock,26
Walk On Water - Acoustic,Thirty Seconds To Mars,rock,46
Poem - Live Version,Taproot,rock,26
"Nutshell - Live at the Majestic Theatre, Brooklyn, NY - April 1996",Alice In Chains,rock,55
Daughter - Live,Pearl Jam,rock,25
The Crow & the Butterfly - Acoustic; Live from Kansas City,Shinedown,rock,25
Cyanide Sweet Tooth Suicide - Live from Washington State,Shinedown,rock,25
Vasoline - 2019 Remaster,Stone Temple Pilots,rock,63
Her Name Is Alice - Live from Washington State,Shinedown,rock,25
Control - Acoustic Version,Puddle Of Mudd,rock,51
Numb (Acoustic),The Veer Union,rock,49
One Step Closer - Live,Linkin Park,rock,25
Burn The Bridges - Demo Version,Seether,rock,26
Burning Bright - Live from Washington State,Shinedown,rock,25
Heroes - Live from Washington State,Shinedown,rock,25
"This Is A Call - Live at Walker Air Force Base, Roswell, NM - June 2005",Foo Fighters,rock,25
"Raiders March (From ""Raiders of the Lost Ark"") [Live]",John Williams;Byron Nelson High School Symphony Orchestra;Gary Keller,folk-acustico,1
